A_f,B_f,C_f,D_f,E_f,F_f,G_f,customer_ID
2,0,1,2,0,2,1,10146373
2,0,3,2,0,3,2,10146374
1,1,3,3,1,0,3,10146384
1,0,2,2,1,2,3,10146385
1,1,2,2,1,1,2,10146387
1,1,1,2,1,2,1,10146393
1,0,3,3,0,2,1,10146395
2,1,3,3,0,2,2,10146401
1,1,2,2,1,1,1,10146402
2,0,3,3,0,0,2,10146403
2,0,1,1,0,0,2,10146406
2,1,1,1,1,3,1,10146408
1,0,3,3,0,2,3,10146409
1,1,3,3,1,2,4,10146412
2,0,2,2,0,1,2,10146413
1,1,2,2,1,2,1,10146419
1,1,1,1,1,2,3,10146422
0,0,1,2,0,0,3,10146423
1,1,3,3,0,2,2,10146426
0,0,3,3,0,0,4,10146428
0,1,1,2,0,0,3,10146431
1,1,2,2,1,2,2,10146433
1,1,2,2,1,2,1,10146434
1,0,3,3,0,1,2,10146436
1,0,2,3,0,2,2,10146438
1,1,3,3,1,2,3,10146440
2,1,4,3,1,3,3,10146441
1,1,4,3,0,1,3,10146453
1,1,1,1,0,1,2,10146455
0,0,1,3,0,0,2,10146456
2,1,1,2,1,2,3,10146461
0,0,4,3,0,0,2,10146462
1,1,4,3,0,2,2,10146465
2,0,3,2,1,3,2,10146471
0,1,1,2,0,0,2,10146472
1,0,1,1,0,1,2,10146473
1,1,2,2,0,1,2,10146475
1,0,3,3,0,0,2,10146480
1,0,3,3,1,1,4,10146482
2,1,3,3,1,3,3,10146487
1,0,2,3,0,2,1,10146490
0,1,3,3,1,0,2,10146491
1,1,2,3,1,1,1,10146492
1,1,3,3,1,1,4,10146493
1,0,2,2,1,0,2,10146495
2,1,1,1,1,2,2,10146496
0,0,1,1,0,0,3,10146497
0,0,4,3,0,0,1,10146498
1,0,3,3,1,2,1,10146500
0,1,3,3,0,0,2,10146504
1,1,3,3,1,1,3,10146505
0,0,1,3,0,0,2,10146507
2,0,3,3,0,2,3,10146510
0,0,3,3,0,0,2,10146511
1,1,1,3,1,1,1,10146515
1,1,2,3,1,1,4,10146517
1,0,3,3,0,1,2,10146521
2,0,4,3,1,1,3,10146525
1,0,2,3,0,2,2,10146526
2,0,4,3,1,0,2,10146527
0,0,2,2,0,0,2,10146529
1,0,4,3,0,2,3,10146531
0,0,1,2,0,0,3,10146532
1,0,3,2,0,2,1,10146535
0,0,3,3,0,0,3,10146536
1,0,1,1,0,2,2,10146538
0,0,1,2,0,0,4,10146539
1,1,1,1,1,2,4,10146540
1,0,1,1,1,2,1,10146542
1,0,3,3,0,1,3,10146544
0,0,3,3,0,0,2,10146545
1,1,2,3,1,1,3,10146546
1,1,3,3,1,2,2,10146550
0,0,2,1,0,0,2,10146551
1,0,1,3,0,2,3,10146553
1,1,2,3,0,1,3,10146560
1,1,1,3,1,2,1,10146564
2,0,3,3,1,1,3,10146569
1,1,1,1,1,2,2,10146570
0,1,2,3,0,0,3,10146576
0,1,2,2,0,0,2,10146580
1,1,1,3,1,2,1,10146585
0,1,3,3,0,0,2,10146587
1,0,3,3,0,1,2,10146588
0,0,1,1,0,0,1,10146589
1,0,3,3,0,2,2,10146591
1,1,2,2,0,0,2,10146593
0,1,2,3,0,0,2,10146597
1,1,2,3,1,1,2,10146598
0,0,3,3,0,0,4,10146599
1,1,2,2,1,2,2,10146600
1,1,2,2,1,2,1,10146601
0,0,2,2,0,0,1,10146602
0,1,4,3,0,0,1,10146607
0,0,1,1,0,0,2,10146608
0,0,1,2,0,0,3,10146609
2,0,3,3,1,0,2,10146611
1,0,3,3,1,0,2,10146613
1,0,4,3,0,2,2,10146616
1,0,3,3,1,2,2,10146619
1,1,3,3,1,1,3,10146622
1,1,4,3,1,0,4,10146632
0,1,1,3,0,0,2,10146633
1,0,3,3,0,2,2,10146634
0,0,1,1,0,0,1,10146635
1,1,2,2,0,1,1,10146638
1,0,3,3,1,1,3,10146654
1,0,3,3,0,0,2,10146655
1,0,3,3,1,0,1,10146656
1,0,3,3,1,2,4,10146657
1,0,3,3,1,0,1,10146658
0,0,2,3,0,0,2,10146659
1,1,3,3,0,1,2,10146660
1,1,3,2,1,2,2,10146661
2,0,1,2,0,1,2,10146662
1,0,2,3,0,2,3,10146666
0,0,2,2,0,0,4,10146667
1,1,2,2,1,2,4,10146669
1,0,3,2,1,2,1,10146670
0,0,1,3,0,0,3,10146674
1,0,3,3,0,2,3,10146675
1,1,1,2,1,1,2,10146678
1,0,3,3,1,1,3,10146680
1,0,3,2,1,2,3,10146682
0,1,3,3,1,0,2,10146683
1,1,3,3,1,1,2,10146684
1,1,2,2,0,2,1,10146686
1,0,3,3,1,0,2,10146687
0,0,2,3,0,1,1,10146689
2,1,2,3,1,3,2,10146692
2,0,3,3,0,3,2,10146699
1,0,4,3,0,2,3,10146700
1,0,1,2,0,2,1,10146702
1,1,3,2,1,2,3,10146703
2,1,1,3,1,2,3,10146704
1,0,3,3,1,2,3,10146708
1,0,3,3,1,2,3,10146709
1,1,1,1,1,2,3,10146710
2,1,2,3,1,1,3,10146711
1,0,1,2,0,2,1,10146715
0,0,3,1,0,0,3,10146719
1,1,3,3,1,1,3,10146723
1,1,2,2,0,2,2,10146726
0,0,2,2,0,0,1,10146728
1,0,3,3,0,2,3,10146729
1,1,3,3,1,2,3,10146738
0,1,1,1,0,0,1,10146743
0,0,1,1,0,0,3,10146750
1,0,1,1,0,2,3,10146757
1,1,3,3,1,0,3,10146758
1,1,3,3,1,2,1,10146760
1,1,2,2,1,2,2,10146764
1,0,3,2,1,1,2,10146771
1,0,3,3,1,2,3,10146772
1,1,2,2,1,1,1,10146774
1,1,1,1,0,2,2,10146782
1,0,1,2,0,2,3,10146783
0,0,1,1,0,0,2,10146784
1,1,1,3,1,1,2,10146786
0,0,1,2,0,0,2,10146789
2,1,3,3,1,1,4,10146792
1,1,1,2,0,2,1,10146794
1,0,2,3,0,2,3,10146796
1,1,2,2,1,2,4,10146799
1,1,3,3,1,1,3,10146801
2,0,1,1,0,1,1,10146802
1,0,2,2,0,2,2,10146809
1,1,4,3,1,1,4,10146814
2,1,4,3,1,0,2,10146815
0,0,1,1,0,1,2,10146816
1,1,2,2,1,2,2,10146817
1,1,3,3,1,2,3,10146818
1,1,3,3,1,2,1,10146819
1,1,3,3,1,1,1,10146822
1,1,1,1,0,2,3,10146828
1,0,3,2,0,1,3,10146829
0,0,3,2,0,0,1,10146831
1,1,1,1,1,2,3,10146834
1,1,1,1,1,1,1,10146835
1,1,2,2,1,1,2,10146840
1,1,1,2,0,2,2,10146842
1,1,4,3,1,1,4,10146848
1,0,3,3,1,1,2,10146861
2,1,3,3,1,0,2,10146862
1,1,1,2,1,2,1,10146866
0,0,3,3,0,0,2,10146868
1,0,2,2,0,2,1,10146869
1,1,3,3,0,2,2,10146891
1,1,3,3,1,0,3,10146896
2,0,1,1,0,3,1,10146897
0,1,1,2,0,0,2,10146902
1,0,3,3,0,1,3,10146903
0,0,1,1,0,0,2,10146905
2,0,1,1,1,3,1,10146908
1,0,2,2,0,2,2,10146915
1,0,2,2,0,1,2,10146917
1,0,3,3,0,2,3,10146919
0,0,1,2,0,0,1,10146922
0,0,1,3,0,1,2,10146923
0,0,2,2,0,0,4,10146925
0,0,3,3,0,0,2,10146927
1,1,2,2,1,2,4,10146929
1,1,2,3,0,2,2,10146931
1,0,3,3,1,2,3,10146933
1,0,3,2,1,0,4,10146936
2,0,3,2,1,3,2,10146939
1,1,1,3,1,0,2,10146941
1,0,3,3,1,2,3,10146946
1,1,1,1,1,0,1,10146950
1,0,3,3,1,0,3,10146954
1,1,2,3,1,1,1,10146960
1,1,4,3,1,1,2,10146961
1,1,2,2,1,2,1,10146965
2,0,3,3,0,3,2,10146968
1,0,3,3,0,2,2,10146969
1,1,2,3,1,1,3,10146972
2,1,3,3,1,3,3,10146973
2,0,3,3,1,2,3,10146977
1,1,1,3,0,2,3,10146978
1,1,1,2,1,2,2,10146983
1,1,3,3,1,2,4,10146987
1,1,2,2,1,1,2,10146989
1,1,3,3,1,0,2,10146990
1,0,1,1,1,1,2,10146991
1,1,3,2,0,2,3,10146995
1,1,3,2,1,1,2,10146997
1,1,1,3,1,2,3,10147002
0,0,4,3,0,0,2,10147003
1,1,1,1,0,2,2,10147008
1,1,3,3,0,2,2,10147012
0,1,3,3,0,0,1,10147013
1,1,2,3,1,1,3,10147016
0,0,1,3,0,0,3,10147020
1,1,1,1,1,2,2,10147021
1,1,2,3,0,2,1,10147027
2,1,3,3,1,1,3,10147029
1,0,3,3,1,1,2,10147033
1,1,3,3,1,0,3,10147035
1,0,2,3,0,2,2,10147040
1,1,2,2,1,2,3,10147041
1,1,4,3,0,2,3,10147044
2,1,3,3,1,2,3,10147046
2,0,3,2,1,0,2,10147047
0,1,1,1,0,0,2,10147049
1,0,1,3,0,2,2,10147050
1,0,4,3,0,2,3,10147052
1,0,1,2,0,1,2,10147055
1,0,2,2,0,1,1,10147068
1,1,1,1,1,2,4,10147069
1,0,2,2,1,2,1,10147071
1,1,3,3,0,0,1,10147082
1,1,3,3,0,0,2,10147085
0,0,1,2,0,2,3,10147088
1,0,3,3,0,2,3,10147091
0,0,1,2,0,3,3,10147093
1,0,1,2,1,2,3,10147095
0,1,2,3,0,0,1,10147101
1,1,3,3,1,0,2,10147105
1,1,1,3,1,1,3,10147107
2,0,1,2,0,1,3,10147110
1,0,3,2,1,2,1,10147119
0,0,1,2,0,0,2,10147120
1,1,3,3,1,0,2,10147121
1,1,3,3,1,2,3,10147125
1,0,1,1,1,1,3,10147126
1,1,3,3,1,1,3,10147127
1,0,3,3,1,2,1,10147130
1,1,3,3,1,1,3,10147134
1,1,3,3,1,1,1,10147140
0,1,3,3,0,0,1,10147142
0,0,2,3,0,0,2,10147143
1,1,3,3,0,1,2,10147149
1,0,1,2,1,2,3,10147152
1,0,3,3,1,2,3,10147154
0,1,2,2,0,0,2,10147155
1,1,3,3,1,1,3,10147158
1,0,2,2,1,0,2,10147159
2,0,1,2,0,2,2,10147161
1,1,2,3,0,1,3,10147163
1,0,2,2,0,1,3,10147166
1,1,4,3,0,1,3,10147169
2,0,1,3,0,3,2,10147171
1,1,3,3,1,2,2,10147173
1,1,3,3,1,1,1,10147174
2,0,2,3,1,0,2,10147176
1,0,3,3,0,2,2,10147177
1,1,1,1,1,2,1,10147179
2,0,2,3,0,2,4,10147184
2,0,1,1,0,3,3,10147188
1,1,3,3,1,2,3,10147194
1,0,3,3,0,2,2,10147195
1,1,1,2,0,2,3,10147199
1,1,3,3,1,0,2,10147200
2,0,3,3,0,3,1,10147201
1,0,3,3,0,2,2,10147202
0,0,2,2,0,0,2,10147206
1,1,2,3,1,2,4,10147210
2,0,1,1,0,3,1,10147211
1,0,3,3,0,1,2,10147218
0,1,2,2,1,0,2,10147220
1,1,3,3,0,0,4,10147225
0,1,1,1,0,0,2,10147226
1,1,3,3,1,0,3,10147229
2,0,2,3,0,0,2,10147233
0,1,1,2,0,1,1,10147238
2,0,3,3,1,2,1,10147244
1,1,1,2,1,1,2,10147245
1,0,3,3,0,2,3,10147248
0,1,1,3,0,0,3,10147249
2,1,3,3,1,3,2,10147252
0,0,1,2,0,0,3,10147254
1,1,3,3,1,1,3,10147258
0,0,3,3,1,1,1,10147267
1,0,4,3,0,1,3,10147268
2,0,1,1,0,3,1,10147282
1,1,3,3,0,1,2,10147283
1,1,4,3,1,1,3,10147290
1,0,3,3,0,0,2,10147291
1,0,2,3,0,2,2,10147298
1,0,2,3,1,2,4,10147299
0,0,2,3,0,1,2,10147301
1,1,1,1,1,1,4,10147302
1,1,3,3,1,2,1,10147303
1,1,1,3,1,2,3,10147305
1,1,3,3,1,0,2,10147310
0,0,2,2,0,0,2,10147316
2,1,4,3,1,0,1,10147317
1,1,3,3,1,2,3,10147319
0,0,2,2,0,1,2,10147324
1,0,3,3,1,1,1,10147327
1,0,1,3,1,2,3,10147328
1,1,3,2,1,1,2,10147330
0,0,1,1,0,0,1,10147335
2,1,3,3,1,0,4,10147338
1,1,3,3,1,1,3,10147340
1,1,1,1,1,2,2,10147342
1,1,3,3,1,2,1,10147346
1,0,3,3,0,2,3,10147348
1,1,1,1,0,2,2,10147353
2,0,3,3,0,3,2,10147359
1,1,1,3,1,2,3,10147363
1,0,3,3,1,1,2,10147365
1,1,3,3,1,2,3,10147370
1,0,4,3,0,1,1,10147371
2,0,3,3,1,0,2,10147372
0,1,3,3,0,0,3,10147376
0,0,2,3,0,0,1,10147377
1,0,1,1,0,2,1,10147378
1,1,2,2,1,2,2,10147380
1,1,2,3,1,1,1,10147381
1,0,1,2,0,2,2,10147382
1,0,1,1,0,0,2,10147385
1,1,3,3,1,2,3,10147386
0,0,3,3,0,0,2,10147389
0,0,3,3,0,0,2,10147391
1,0,3,3,1,0,1,10147392
1,1,4,3,1,0,2,10147393
1,0,4,3,0,2,4,10147394
1,1,3,3,0,2,1,10147395
2,0,1,2,0,2,3,10147398
1,0,3,3,0,2,2,10147399
1,0,3,2,1,2,1,10147400
0,0,1,2,0,0,2,10147401
1,1,2,3,1,1,2,10147402
1,0,1,2,0,2,1,10147403
0,1,2,2,0,0,2,10147407
0,0,1,1,0,0,2,10147408
1,1,2,2,1,2,1,10147409
1,0,3,2,0,1,3,10147412
1,1,3,3,0,2,2,10147413
1,0,3,3,0,2,2,10147423
2,0,1,1,0,3,2,10147424
1,0,3,3,0,0,2,10147425
1,0,3,3,0,2,4,10147426
1,0,1,3,1,0,1,10147427
1,1,3,3,0,2,1,10147436
1,1,3,3,0,2,2,10147442
1,1,2,2,1,2,4,10147449
1,1,3,3,1,2,2,10147453
1,0,3,3,0,0,4,10147457
0,0,1,1,0,0,3,10147460
1,0,3,3,0,2,3,10147464
1,1,3,3,1,1,2,10147465
0,0,1,2,0,2,4,10147468
1,1,3,3,1,0,2,10147469
1,0,3,3,1,1,2,10147470
1,1,2,2,1,2,2,10147474
0,0,1,1,0,0,1,10147476
1,1,4,3,1,0,2,10147479
1,1,3,3,1,1,3,10147483
1,0,4,2,1,1,1,10147486
1,0,2,3,0,1,2,10147491
0,1,4,3,0,1,3,10147493
1,1,1,2,0,2,2,10147495
1,0,4,3,0,2,3,10147496
1,0,1,1,0,2,3,10147499
1,0,1,3,1,0,1,10147503
1,1,3,3,0,1,2,10147504
1,0,2,2,0,2,2,10147509
1,1,2,2,1,2,2,10147513
0,0,1,1,0,0,1,10147515
0,0,1,1,0,0,2,10147517
1,1,3,3,1,2,3,10147520
1,0,3,2,1,2,3,10147521
1,1,3,3,1,2,3,10147523
1,1,3,3,1,0,2,10147529
1,0,3,3,0,2,1,10147530
1,0,2,2,0,1,2,10147534
1,1,1,3,1,2,3,10147535
2,1,3,3,1,0,1,10147537
0,0,2,2,0,0,2,10147541
1,1,3,2,1,2,2,10147542
1,0,2,2,0,1,1,10147549
1,1,3,2,0,2,2,10147552
0,0,1,1,0,0,3,10147554
1,0,3,3,0,2,3,10147558
1,1,2,2,1,2,1,10147559
0,0,1,1,0,0,1,10147562
0,0,4,3,0,2,2,10147565
1,0,2,2,0,2,2,10147566
1,0,3,3,0,0,2,10147568
0,0,1,1,0,0,1,10147570
1,0,3,3,1,1,2,10147576
1,0,4,3,0,0,1,10147578
0,0,1,1,0,0,2,10147582
1,0,1,3,1,0,1,10147586
2,0,1,3,0,3,1,10147587
2,1,3,3,0,3,2,10147592
1,0,3,3,0,2,2,10147593
1,0,2,2,0,1,2,10147599
0,0,1,2,0,0,3,10147605
1,0,3,3,0,2,2,10147606
1,1,3,3,1,0,3,10147609
1,0,2,3,0,2,3,10147611
1,0,2,2,0,2,1,10147617
0,0,3,3,0,0,3,10147619
0,1,2,2,0,0,4,10147620
0,0,4,3,0,0,3,10147622
1,1,2,2,0,2,1,10147623
1,0,1,3,1,0,1,10147624
1,1,1,2,1,2,3,10147628
0,1,2,2,1,1,3,10147631
1,0,2,2,0,1,2,10147633
1,1,2,2,1,2,2,10147634
1,0,4,3,0,1,2,10147639
1,0,2,3,0,1,4,10147642
0,1,2,1,0,0,2,10147644
0,0,2,3,0,3,1,10147647
1,0,3,3,1,1,3,10147648
2,1,4,3,1,0,4,10147650
1,1,3,3,1,2,3,10147652
0,0,1,1,0,0,2,10147663
0,1,1,3,0,0,1,10147664
1,1,3,3,0,0,2,10147665
1,0,3,3,1,0,2,10147667
1,1,4,3,1,1,4,10147676
0,0,1,2,0,0,1,10147681
1,1,1,3,0,2,2,10147683
0,0,3,3,0,0,3,10147685
1,1,1,3,0,2,2,10147687
1,0,1,1,0,2,2,10147688
1,1,3,3,0,1,3,10147691
1,1,2,3,0,1,3,10147695
0,0,3,3,0,0,2,10147697
1,0,4,3,1,2,3,10147700
1,0,3,3,0,2,1,10147701
1,1,3,3,1,2,4,10147702
0,0,2,3,0,0,2,10147703
0,0,4,3,0,0,2,10147705
1,0,1,2,0,0,1,10147711
1,0,3,3,0,2,2,10147713
0,0,1,2,0,0,2,10147724
1,0,3,3,0,2,3,10147729
0,0,1,1,0,0,2,10147731
2,0,4,3,0,2,3,10147734
1,0,3,3,1,1,3,10147736
1,1,2,3,1,2,1,10147745
1,0,3,3,0,0,3,10147747
1,0,1,3,1,1,2,10147748
2,0,1,1,0,2,2,10147753
1,0,1,2,0,2,3,10147756
1,1,2,2,1,1,1,10147758
1,1,2,2,1,1,2,10147761
0,1,3,3,0,0,1,10147762
1,0,2,3,0,2,3,10147763
1,0,3,3,1,2,3,10147764
1,0,4,3,0,1,4,10147769
1,0,3,3,0,2,2,10147771
1,0,3,3,0,2,2,10147776
1,0,3,3,0,2,2,10147777
1,0,3,2,0,1,2,10147778
1,0,3,3,1,1,3,10147779
1,1,3,3,1,2,1,10147781
2,0,4,3,0,1,4,10147789
1,0,3,2,0,2,3,10147790
1,1,2,2,1,2,1,10147793
0,0,3,3,0,0,3,10147796
1,1,4,3,1,2,2,10147797
1,0,1,1,1,2,1,10147801
1,1,3,3,1,2,4,10147802
1,0,1,2,0,0,2,10147805
1,1,3,3,0,2,2,10147808
1,0,4,3,1,2,3,10147811
1,1,1,2,1,2,3,10147813
0,0,1,2,0,0,2,10147814
1,1,3,3,1,1,1,10147820
1,0,3,3,1,2,2,10147822
0,0,1,1,0,0,2,10147829
1,0,3,3,1,2,3,10147831
1,0,3,3,0,0,2,10147832
0,0,3,3,0,0,2,10147839
1,1,3,3,0,1,3,10147840
1,0,2,3,1,0,2,10147853
1,0,3,3,1,2,1,10147854
1,1,2,3,1,0,4,10147855
1,1,2,2,1,2,2,10147858
1,1,2,2,1,1,2,10147860
0,0,1,3,0,0,2,10147863
1,1,2,2,1,1,2,10147864
1,0,3,3,1,2,2,10147865
1,1,3,3,1,1,3,10147866
0,0,1,1,0,2,1,10147867
1,0,2,3,1,1,2,10147870
2,1,3,3,1,2,2,10147873
0,1,1,3,0,0,2,10147875
1,0,1,1,0,2,3,10147879
1,1,3,3,1,2,1,10147881
2,1,3,3,1,0,2,10147887
1,0,3,3,1,2,2,10147890
1,0,3,3,0,1,3,10147895
1,0,2,1,0,2,2,10147897
0,0,3,3,0,0,2,10147898
1,1,1,3,1,1,3,10147900
1,1,1,1,1,1,2,10147905
1,1,3,3,1,2,2,10147906
2,0,1,2,1,3,3,10147912
1,0,3,2,1,2,1,10147913
0,1,2,3,0,2,3,10147914
1,1,3,3,1,2,2,10147918
0,1,2,3,0,0,2,10147921
0,0,3,3,0,0,1,10147923
1,1,2,2,1,1,1,10147924
2,0,1,3,0,3,3,10147926
1,0,3,3,0,1,2,10147930
1,1,2,2,1,1,3,10147934
2,1,4,2,1,2,2,10147935
0,0,3,3,0,0,2,10147936
1,0,1,3,0,2,2,10147939
1,1,1,3,1,1,2,10147943
1,0,3,2,1,0,2,10147948
1,0,3,3,0,0,2,10147949
1,1,2,3,1,1,3,10147952
0,1,2,3,0,0,1,10147953
1,1,2,2,1,2,2,10147954
2,1,3,3,1,2,3,10147956
1,1,2,3,0,2,4,10147958
0,0,2,3,0,0,3,10147959
1,1,3,3,1,1,3,10147965
1,1,1,3,0,2,3,10147966
1,1,1,3,0,2,1,10147972
1,1,3,3,1,2,3,10147973
0,0,1,2,0,0,2,10147974
1,1,1,2,1,2,1,10147975
1,1,4,3,1,0,1,10147976
0,0,2,2,0,0,2,10147977
2,0,4,3,0,3,2,10147978
1,0,3,3,0,0,1,10147979
1,0,1,2,1,2,1,10147980
2,0,2,2,0,2,1,10147981
1,1,3,3,0,2,2,10147983
1,1,3,3,1,2,3,10147984
0,0,1,1,0,0,4,10147985
0,0,2,3,0,1,1,10147994
1,1,3,3,1,2,4,10148001
1,0,3,3,0,0,2,10148005
2,0,3,2,1,0,2,10148006
1,0,2,2,0,2,2,10148008
0,0,2,2,0,0,1,10148009
1,1,2,2,1,2,3,10148018
0,0,1,1,0,0,3,10148020
1,0,3,3,0,1,3,10148021
0,1,1,3,0,0,1,10148023
2,0,1,3,0,0,2,10148027
1,0,2,2,0,1,2,10148034
1,0,4,3,0,1,1,10148036
1,0,3,3,0,0,3,10148043
1,1,1,3,1,0,2,10148047
1,1,4,3,1,2,3,10148048
1,0,3,3,0,0,4,10148049
1,1,1,1,1,2,1,10148051
1,1,4,3,1,2,3,10148054
1,0,1,2,0,2,3,10148055
2,0,3,3,0,0,2,10148056
0,1,2,3,1,1,3,10148057
1,0,4,3,0,1,3,10148063
1,1,3,3,1,2,2,10148074
1,1,3,3,1,1,3,10148075
2,0,3,3,1,1,4,10148079
1,1,3,3,1,2,2,10148080
0,1,2,2,0,0,2,10148081
1,0,2,3,0,1,4,10148082
2,0,3,3,0,1,2,10148083
1,1,3,3,1,2,1,10148089
2,0,2,2,1,3,2,10148092
0,0,1,1,0,0,2,10148093
1,1,3,3,1,1,1,10148094
1,1,1,3,1,1,2,10148095
1,0,1,2,1,0,2,10148098
1,1,3,3,0,2,1,10148100
1,0,3,3,0,1,2,10148102
1,0,2,2,0,0,2,10148105
1,1,2,3,1,1,2,10148110
1,0,1,2,0,0,1,10148111
1,0,3,3,1,2,1,10148112
1,1,2,3,0,2,2,10148115
2,1,2,2,0,3,2,10148118
1,0,2,2,0,0,2,10148120
1,0,1,2,0,2,3,10148125
2,0,3,3,1,3,3,10148126
1,0,2,2,0,2,1,10148129
1,0,4,3,0,2,3,10148138
1,0,3,2,1,1,2,10148140
1,0,3,3,0,0,2,10148142
1,1,1,2,0,1,2,10148143
1,0,3,3,0,1,2,10148149
0,1,3,3,0,0,1,10148152
2,1,3,2,1,0,2,10148153
2,1,3,2,0,1,3,10148156
0,0,3,2,0,0,2,10148158
1,1,3,2,1,1,3,10148159
1,0,3,3,0,1,3,10148161
1,1,1,2,1,2,3,10148164
1,1,1,2,1,2,1,10148166
1,1,3,3,1,0,2,10148167
2,1,3,3,0,2,3,10148168
1,0,3,3,1,1,2,10148169
1,1,2,2,1,2,4,10148172
0,0,3,3,0,0,2,10148173
0,0,3,2,0,0,3,10148174
1,0,4,3,0,2,2,10148182
1,0,1,1,0,2,2,10148184
1,1,2,3,1,2,2,10148187
1,0,2,2,0,1,4,10148191
2,0,2,3,0,2,3,10148192
1,0,2,3,0,2,2,10148193
0,0,3,3,0,0,2,10148194
1,0,3,2,0,2,2,10148195
1,1,3,3,0,2,2,10148201
1,1,2,1,0,0,2,10148202
1,1,3,2,0,2,1,10148204
1,1,1,3,1,2,2,10148207
1,1,3,3,1,1,3,10148208
0,1,1,1,0,0,2,10148214
1,0,1,1,0,2,2,10148222
1,0,3,1,1,2,1,10148223
1,0,2,2,0,0,2,10148225
2,0,3,3,1,0,2,10148226
0,1,3,3,0,0,2,10148227
1,1,3,3,0,2,3,10148229
1,0,3,3,0,1,4,10148231
0,0,1,2,0,0,1,10148236
1,0,3,3,0,2,1,10148240
0,0,3,3,0,0,1,10148243
1,0,2,3,0,1,1,10148248
1,0,4,3,0,1,2,10148249
1,1,4,3,1,2,2,10148250
0,0,3,3,0,0,2,10148251
0,0,3,3,0,0,2,10148253
0,0,1,1,0,0,2,10148257
2,1,1,3,0,2,2,10148262
1,1,3,3,1,1,4,10148268
1,0,3,3,1,2,2,10148272
1,0,3,3,1,1,3,10148273
0,1,3,3,1,1,2,10148274
0,0,3,3,0,2,4,10148277
0,0,1,1,0,0,2,10148280
1,0,3,3,0,1,2,10148282
0,0,1,1,0,0,2,10148283
1,1,1,2,1,2,2,10148284
1,1,3,3,1,0,2,10148290
2,1,1,3,1,2,3,10148295
1,0,4,3,0,0,2,10148300
2,1,2,3,1,2,3,10148302
2,0,3,3,0,2,3,10148303
1,0,1,1,0,2,3,10148310
1,0,1,2,0,2,3,10148311
2,0,1,1,0,1,3,10148312
2,0,4,3,1,2,2,10148316
0,0,2,2,0,0,2,10148318
1,1,3,3,1,1,3,10148322
1,0,3,3,0,2,1,10148325
1,1,4,3,0,2,3,10148329
0,0,1,2,0,0,2,10148330
0,1,2,3,0,0,2,10148331
0,0,2,2,0,0,1,10148333
0,0,3,3,0,0,1,10148336
0,0,2,2,0,0,2,10148337
2,1,1,2,1,3,3,10148340
1,0,1,2,0,0,2,10148341
1,0,3,2,1,0,2,10148343
2,1,2,2,1,2,2,10148345
1,1,3,3,1,2,1,10148347
0,0,1,3,0,0,1,10148349
1,1,3,3,0,2,4,10148352
0,1,2,2,0,2,2,10148363
1,1,3,3,1,1,4,10148366
1,1,4,3,0,2,2,10148370
0,1,1,3,0,0,2,10148371
0,0,1,2,0,0,3,10148381
1,1,1,1,0,2,1,10148384
0,1,1,1,1,0,2,10148385
1,1,3,3,1,1,4,10148386
0,0,1,2,0,0,2,10148387
2,0,3,3,1,0,2,10148389
1,0,2,2,1,1,2,10148390
1,1,4,3,1,0,2,10148392
1,0,2,2,0,2,2,10148401
1,1,3,3,1,0,2,10148402
0,0,3,3,0,0,2,10148418
1,1,4,3,1,0,2,10148420
1,1,1,1,1,2,2,10148422
1,0,3,3,1,1,2,10148425
0,0,3,3,0,0,2,10148426
1,1,1,3,0,2,3,10148430
1,1,3,3,1,2,2,10148435
2,0,1,3,0,2,3,10148438
1,0,3,3,1,2,3,10148441
1,0,1,1,0,2,3,10148444
1,1,1,1,1,2,2,10148446
2,0,1,1,0,0,2,10148451
1,1,1,3,1,2,3,10148455
1,0,2,2,0,1,3,10148457
2,1,4,3,1,2,3,10148460
1,0,1,1,0,2,3,10148461
0,0,1,1,0,0,4,10148467
1,0,4,3,0,0,2,10148473
1,1,2,3,1,2,2,10148475
1,0,3,3,1,0,1,10148481
1,1,1,3,1,2,3,10148483
1,1,2,2,0,2,2,10148490
1,1,3,3,1,2,2,10148491
0,0,1,1,0,0,2,10148495
0,1,2,3,0,0,2,10148496
1,1,3,3,0,2,3,10148501
1,0,1,2,1,1,4,10148505
1,0,1,1,0,2,2,10148514
2,1,1,3,0,1,2,10148515
1,1,2,3,0,2,1,10148519
1,1,1,2,1,1,3,10148521
0,1,3,3,0,0,2,10148524
2,0,4,3,1,0,2,10148525
1,1,3,3,1,0,2,10148529
0,0,1,1,0,0,1,10148534
1,1,4,3,1,1,2,10148535
1,1,3,3,1,0,2,10148537
1,1,3,3,1,2,3,10148538
0,0,4,3,1,2,3,10148539
0,1,3,3,0,0,2,10148541
0,0,1,2,0,0,2,10148542
1,0,3,3,1,1,3,10148544
1,0,3,3,0,0,2,10148546
0,0,1,3,0,0,1,10148548
1,1,2,3,1,0,2,10148553
1,0,2,3,0,1,1,10148556
1,0,3,3,0,2,1,10148557
0,0,2,2,0,0,2,10148558
1,1,4,3,1,2,3,10148560
1,0,3,3,0,2,3,10148562
1,0,3,3,1,2,4,10148563
2,0,3,3,0,0,2,10148565
1,0,1,1,0,2,4,10148568
1,0,3,3,1,2,3,10148571
2,1,4,3,1,0,2,10148573
1,0,3,3,0,2,2,10148575
1,1,1,2,0,2,3,10148576
